year,geo_name,geo,child_mortality
2017,"Lincoln County","05000US28085",77.8
2015,"Wyandotte County, KS","05000US20209",77.8
2015,"Prince George's County, MD","05000US24033",77.8
2017,"Mercer County","05000US17131",77.7
2017,"Callaway County","05000US29027",77.7
2015,"Creek County","05000US40037",77.7
2017,"Rio Arriba County","05000US35039",77.7
2015,"Mobile County, AL","05000US01097",77.7
2016,"Dickinson County","05000US20041",77.7
2016,"Elbert County","05000US13105",77.6
2017,"Stephens County","05000US40137",77.6
2017,"Houston County, AL","05000US01069",77.6
2017,"Monongalia County, WV","05000US54061",77.6
2016,"Pennington County, SD","05000US46103",77.6
2015,"Lincoln County","05000US35027",77.6
2017,"Ford County","05000US20057",77.5
2017,"Edgecombe County","05000US37065",77.5
2016,"Bartholomew County","05000US18005",77.5
2017,"Navajo County, AZ","05000US04017",77.5
2016,"Aransas County","05000US48007",77.5
2016,"Cedar County","05000US29039",77.5
2016,"Jackson County","05000US17077",77.5
2016,"Mecosta County","05000US26107",77.5
2016,"Wexford County","05000US26165",77.5
2015,"Mineral County","05000US54057",77.4
2017,"Swain County","05000US37173",77.4
2016,"Piscataquis County","05000US23021",77.4
2017,"Fountain County","05000US18045",77.4
2017,"Wood County","05000US48499",77.4
2017,"Montezuma County","05000US08083",77.4
2016,"Mille Lacs County","05000US27095",77.4
2016,"King William County","05000US51101",77.4
2017,"Dillon County","05000US45033",77.4
2017,"White County","05000US05145",77.4
2017,"Mercer County","05000US54055",77.4
2016,"Socorro County","05000US35053",77.3
2016,"San Miguel County","05000US35047",77.3
2016,"Madison County","05000US31119",77.3
2017,"Pulaski County","05000US29169",77.3
2015,"LaPorte County, IN","05000US18091",77.3
2016,"Gregg County, TX","05000US48183",77.3
2017,"Jackson County","05000US17077",77.2
2017,"East Feliciana Parish","05000US22037",77.2
2016,"Harrison County, MS","05000US28047",77.2
2015,"Craighead County, AR","05000US05031",77.2
2017,"Upshur County","05000US48459",77.2
2016,"Greene County","05000US13133",77.1
2016,"Jones County","05000US28067",77.1
2015,"Richmond County","05000US37153",77.1
2017,"Escambia County, FL","05000US12033",77.1
2015,"Faulkner County, AR","05000US05045",77.1
2015,"Clark County","05000US55019",77.1
2016,"Colquitt County","05000US13071",77.1
2017,"Jefferson County","05000US39081",77.0
2016,"Hamilton County, OH","05000US39061",77.0
2016,"Crawford County","05000US05033",77.0
2016,"Lyon County","05000US20111",76.9
2016,"Butts County","05000US13035",76.9
2016,"Liberty County","05000US13179",76.9
2016,"Iberia Parish","05000US22045",76.9
2017,"Payette County","05000US16075",76.9
2016,"Christian County","05000US21047",76.8
2016,"Newton County","05000US48351",76.8
2015,"McDonough County","05000US17109",76.8
2017,"Cook County","05000US13075",76.8
2016,"Prince George's County, MD","05000US24033",76.8
2017,"Leflore County","05000US28083",76.8
2016,"Tippah County","05000US28139",76.8
2016,"Clark County","05000US55019",76.8
2016,"Russell County","05000US21207",76.8
2017,"Delaware County, IN","05000US18035",76.8
2015,"McIntosh County","05000US40091",76.8
2016,"Duchesne County","05000US49013",76.7
2015,"Nottoway County","05000US51135",76.7
2017,"Gladwin County","05000US26051",76.7
2017,"Philadelphia County, PA","05000US42101",76.7
2017,"Hempstead County","05000US05057",76.7
2015,"Stone County","05000US28131",76.7
2017,"Long County","05000US13183",76.7
2016,"Oklahoma County, OK","05000US40109",76.7
2017,"Ouachita Parish, LA","05000US22073",76.6
2015,"Marshall County","05000US01095",76.6
2015,"Chester County","05000US47023",76.6
2015,"Colorado County","05000US48089",76.6
2016,"Estill County","05000US21065",76.6
2015,"Brunswick County","05000US51025",76.6
2015,"Mecosta County","05000US26107",76.6
2015,"Jackson County","05000US18071",76.5
2016,"Highland County","05000US39071",76.5
2015,"Jackson County","05000US54035",76.5
2015,"Highlands County, FL","05000US12055",76.5
2017,"Pike County","05000US21195",76.5
2017,"Harrison County, MS","05000US28047",76.4
2015,"Seminole County","05000US40133",76.4
2015,"Vernon County","05000US55123",76.4
2015,"Lee County","05000US37105",76.3
2017,"Dade County","05000US13083",76.3
2016,"Shelby County","05000US48419",76.3
2017,"Effingham County","05000US17049",76.3
2017,"Screven County","05000US13251",76.3
2017,"Waushara County","05000US55137",76.3
2016,"Harlan County","05000US21095",76.2
2017,"Rowan County","05000US21205",76.2
2016,"Iron County","05000US49021",76.2
2017,"Camp County","05000US48063",76.2
2015,"Hill County","05000US48217",76.2
2016,"Howard County","05000US48227",76.2
2017,"Colbert County","05000US01033",76.2
2015,"Camp County","05000US48063",76.1
2015,"Mason County","05000US21161",76.1
2017,"Marion County","05000US17121",76.1
2015,"Suwannee County","05000US12121",76.1
2015,"Laclede County","05000US29105",76.1
2017,"Duval County, FL","05000US12031",76.1
2016,"Desha County","05000US05041",76.0
2015,"Holmes County","05000US12059",76.0
2015,"Craven County, NC","05000US37049",76.0
2016,"Troup County","05000US13285",76.0
2017,"Jackson County","05000US12063",76.0
2017,"Aransas County","05000US48007",76.0
2016,"Stutsman County","05000US38093",76.0
2015,"Lee County","05000US13177",76.0
2017,"Warren County","05000US47177",76.0
2015,"Jefferson County","05000US20087",76.0
2017,"Avoyelles Parish","05000US22009",76.0
2017,"Stutsman County","05000US38093",75.9
2015,"Lancaster County","05000US45057",75.9
2016,"Meriwether County","05000US13199",75.9
2016,"Larue County","05000US21123",75.9
2016,"Delta County","05000US08029",75.8
2015,"Putnam County","05000US18133",75.8
2017,"Alachua County, FL","05000US12001",75.8
2016,"Madison County","05000US39097",75.7
2017,"Assumption Parish","05000US22007",75.7
2016,"Orange County","05000US48361",75.7
2016,"Cherokee County","05000US45021",75.7
2016,"Columbus County","05000US37047",75.7
2017,"Juniata County","05000US42067",75.7
2017,"Madison County, TN","05000US47113",75.7
2017,"Clinton County","05000US18023",75.7
2015,"McClain County","05000US40087",75.7
2016,"Lawrence County","05000US42073",75.7
2015,"Lafayette County","05000US55065",75.6
2015,"Cherokee County","05000US45021",75.6
2016,"Kay County","05000US40071",75.6
2015,"Knox County","05000US39083",75.5
2015,"Scioto County","05000US39145",75.5
2016,"Grenada County","05000US28043",75.5
2016,"Vance County","05000US37181",75.5
2016,"Colbert County","05000US01033",75.5
2016,"Tillamook County","05000US41057",75.5
2015,"Talbot County","05000US24041",75.5
2016,"Lincoln County","05000US21137",75.4
2015,"Lynchburg city","05000US51680",75.4
2016,"Sharp County","05000US05135",75.4
2016,"Warren County","05000US47177",75.4
2016,"Fayette County","05000US47047",75.4
2016,"Appomattox County","05000US51011",75.3
2017,"Morgan County","05000US47129",75.3
2016,"Cumberland County","05000US47035",75.3
2016,"Alachua County, FL","05000US12001",75.3
2015,"Morgan County, AL","05000US01103",75.3
2015,"Clarendon County","05000US45027",75.2
2017,"Wayne County, MI","05000US26163",75.2
2015,"Hardeman County","05000US47069",75.2
2016,"Elmore County","05000US01051",75.2
2016,"Pine County","05000US27115",75.2
2016,"Winston County","05000US28159",75.2
2016,"Scott County","05000US18143",75.2
2016,"Idaho County","05000US16049",75.2
2016,"Terry County","05000US48445",75.2
2016,"Lee County","05000US37105",75.2
2016,"Ray County","05000US29177",75.1
2015,"Ben Hill County","05000US13017",75.1
2016,"Washington County","05000US51191",75.1
2016,"Jerome County","05000US16053",75.1
2015,"Cumberland County","05000US47035",75.1
2015,"Harlan County","05000US21095",75.1
2016,"Des Moines County","05000US19057",75.1
2016,"Androscoggin County, ME","05000US23001",75.0
2016,"Scott County","05000US29201",75.0
2017,"Howard County","05000US48227",75.0
2016,"Alleghany County","05000US51005",75.0
2015,"Cumberland County, NJ","05000US34011",75.0
2017,"Chilton County","05000US01021",74.9
2017,"Walthall County","05000US28147",74.9
2017,"Delta County","05000US08029",74.9
2016,"Union County","05000US21225",74.9
2016,"Churchill County","05000US32001",74.9
2015,"Gray County","05000US48179",74.9
2015,"Phelps County","05000US29161",74.9
2017,"Fremont County","05000US56013",74.9
2015,"Desha County","05000US05041",74.9
2016,"Calcasieu Parish, LA","05000US22019",74.9
2016,"Cherokee County","05000US40021",74.8
2017,"Darlington County","05000US45031",74.8
2015,"Craig County","05000US40035",74.8
2015,"Montgomery County","05000US37123",74.8
2015,"Orleans County","05000US36073",74.8
2016,"Yell County","05000US05149",74.8
2015,"Vernon Parish","05000US22115",74.8
2017,"Marshall County","05000US21157",74.8
2015,"Franklin County, OH","05000US39049",74.7
2015,"Parke County","05000US18121",74.7
2015,"Teller County","05000US08119",74.7
2016,"Attala County","05000US28007",74.7
2017,"Ripley County","05000US18137",74.7
2017,"Jackson County","05000US54035",74.6
2016,"Franklin County, OH","05000US39049",74.6
2016,"Wyoming County","05000US54109",74.6
2017,"Carter County","05000US47019",74.6
2015,"Wayne County","05000US28153",74.5
2017,"Creek County","05000US40037",74.5
2015,"Jennings County","05000US18079",74.5
2015,"Clay County","05000US18021",74.5
2017,"Okeechobee County","05000US12093",74.5
2015,"Durham County, NC","05000US37063",74.5
2017,"Columbia County","05000US12023",74.4
2016,"Edgecombe County","05000US37065",74.4
2016,"Perry County","05000US42099",74.4
2016,"Clinton County","05000US18023",74.4
2017,"Lamar County","05000US48277",74.4
2017,"Colleton County","05000US45029",74.4
2016,"Clarke County","05000US28023",74.4
2016,"Clinton County","05000US29049",74.3
2015,"Davidson County, TN","05000US47037",74.3
2017,"Potter County","05000US42105",74.3
2016,"Neosho County","05000US20133",74.3
2017,"Neosho County","05000US20133",74.3
2017,"Monroe County","05000US13207",74.3
2015,"Warren County","05000US28149",74.3
2016,"Lafayette County","05000US28071",74.3
2015,"Hampton city, VA","05000US51650",74.2
2017,"Winston County","05000US01133",74.2
2015,"Scott County","05000US18143",74.2
2017,"Seward County","05000US20175",74.2
2016,"Jefferson County","05000US41031",74.1
2017,"Logan County","05000US17107",74.1
2015,"St. Clair County","05000US01115",74.1
2015,"Winston County","05000US28159",74.1
2017,"Peach County","05000US13225",74.1
2017,"Lafayette County","05000US28071",74.1
2017,"Clark County","05000US05019",74.1
2016,"Susquehanna County","05000US42115",74.1
2015,"Marengo County","05000US01091",74.0
2017,"Hamilton County, OH","05000US39061",74.0
2017,"Henry County","05000US47079",74.0
2016,"Wise County","05000US51195",74.0
2017,"Daviess County","05000US18027",73.9
2015,"Cape Girardeau County","05000US29031",73.9
2016,"Cowley County","05000US20035",73.9
2015,"Ohio County","05000US54069",73.9
2016,"Jackson County","05000US18071",73.9
2016,"Hunt County","05000US48231",73.8
2017,"Boone County","05000US54005",73.8
2015,"Natchitoches Parish","05000US22069",73.8
2016,"Jackson County","05000US37099",73.8
2016,"Apache County","05000US04001",73.8
2016,"Harrison County","05000US39067",73.8
2015,"Macon County, IL","05000US17115",73.7
2016,"Covington County","05000US01039",73.7
2017,"Todd County","05000US21219",73.7
2016,"Clarendon County","05000US45027",73.7
2017,"Crittenden County","05000US05035",73.7
2017,"Baker County","05000US12003",73.7
2016,"Ouachita Parish, LA","05000US22073",73.6
2016,"Berrien County","05000US13019",73.6
2017,"Highland County","05000US39071",73.6
2017,"Laurens County","05000US45059",73.6
2017,"Morgan County","05000US29141",73.6
2017,"Poinsett County","05000US05111",73.6
2015,"Greenbrier County","05000US54025",73.6
2015,"Meriwether County","05000US13199",73.5
2017,"Troup County","05000US13285",73.5
2016,"Jackson County","05000US54035",73.5
2017,"Durham County, NC","05000US37063",73.5
2015,"Bartholomew County","05000US18005",73.5
2015,"Jackson County, MS","05000US28059",73.5
2015,"Wood County","05000US48499",73.5
2015,"Brooks County","05000US13027",73.5
2015,"Brown County","05000US39015",73.5
2015,"Hunt County","05000US48231",73.4
2017,"Schuylkill County, PA","05000US42107",73.4
2017,"Cabell County","05000US54011",73.4
2015,"Pearl River County","05000US28109",73.4
2017,"Vernon County","05000US29217",73.4
2017,"Lafourche Parish","05000US22057",73.4
2017,"Caswell County","05000US37033",73.3
2015,"Covington County","05000US01039",73.3
2015,"Page County","05000US51139",73.3
2015,"Milam County","05000US48331",73.3
2016,"Union County","05000US17181",73.3
2015,"Forsyth County, NC","05000US37067",73.3
2015,"Peoria County, IL","05000US17143",73.3
2016,"Polk County","05000US48373",73.2
2016,"Cheatham County","05000US47021",73.2
2015,"San Juan County, NM","05000US35045",73.2
2015,"Bulloch County","05000US13031",73.2
2016,"Hutchinson County","05000US48233",73.2
2016,"Tuscaloosa County, AL","05000US01125",73.2
2017,"Winchester city","05000US51840",73.1
2015,"Chattooga County","05000US13055",73.1
2016,"Nez Perce County","05000US16069",73.1
2015,"Jefferson County","05000US41031",73.1
2015,"Jasper County","05000US13159",73.1
2016,"Fairfield County","05000US45039",73.1
2016,"Bladen County","05000US37017",73.1
2015,"St. Lawrence County, NY","05000US36089",73.0
2017,"Franklin County, OH","05000US39049",73.0
2017,"Garvin County","05000US40049",73.0
2017,"Finney County","05000US20055",73.0
2016,"Harrison County","05000US19085",72.9
2015,"Muskogee County","05000US40101",72.9
2015,"Wayne County","05000US17191",72.9
2017,"Oklahoma County, OK","05000US40109",72.9
2017,"Jeff Davis County","05000US13161",72.9
2016,"Adair County","05000US21001",72.9
2016,"Sullivan County","05000US18153",72.9
2017,"Leelanau County","05000US26089",72.9
2016,"Cassia County","05000US16031",72.8
2017,"Putnam County","05000US12107",72.8
2017,"Androscoggin County, ME","05000US23001",72.7
2015,"Morehouse Parish","05000US22067",72.7
2016,"Pulaski County","05000US21199",72.7
2016,"St. Clair County","05000US01115",72.7
2017,"Madison County","05000US12079",72.7
2015,"Union County","05000US05139",72.7
2016,"Pearl River County","05000US28109",72.7
2017,"Chesterfield County","05000US45025",72.6
2017,"Bell County, TX","05000US48027",72.6
2015,"Jefferson County","05000US17081",72.6
2015,"Logan County","05000US08075",72.6
2016,"Delaware County, IN","05000US18035",72.6
2017,"Boyd County","05000US21019",72.6
2017,"Saluda County","05000US45081",72.6
2017,"Marion County, IN","05000US18097",72.6
2016,"Page County","05000US19145",72.6
2016,"Dade County","05000US13083",72.5
2016,"Jefferson Davis Parish","05000US22053",72.5
2015,"Carroll County","05000US39019",72.5
2017,"Jefferson County, TX","05000US48245",72.5
2015,"Howell County","05000US29091",72.5
2017,"Milwaukee County, WI","05000US55079",72.5
2015,"Mingo County","05000US54059",72.5
2015,"Washington County","05000US51191",72.5
2016,"Milwaukee County, WI","05000US55079",72.4
2015,"Elmore County","05000US01051",72.4
2016,"Walker County","05000US01127",72.4
2017,"Roanoke city, VA","05000US51770",72.4
2016,"Preston County","05000US54077",72.4
2017,"Fayette County","05000US39047",72.4
2017,"Columbus County","05000US37047",72.3
2016,"Allen County","05000US21003",72.3
2015,"Dawson County","05000US31047",72.3
2016,"Wabash County","05000US18169",72.3
2015,"Williams County","05000US38105",72.3
2015,"Harrison County, MS","05000US28047",72.3
2015,"Calcasieu Parish, LA","05000US22019",72.3
2015,"Alexandria city, VA","05000US51510",72.3
2015,"Houston County, AL","05000US01069",72.3
2016,"Cooke County","05000US48097",72.3
2017,"Harrison County","05000US54033",72.2
2017,"Cherokee County","05000US48073",72.2
2016,"Houston County, AL","05000US01069",72.2
2016,"Robertson County","05000US48395",72.2
2015,"Susquehanna County","05000US42115",72.2
2015,"Hardee County","05000US12049",72.2
2017,"Wapello County","05000US19179",72.2
2015,"Anderson County","05000US48001",72.2
2017,"Reno County","05000US20155",72.2
2017,"Stark County","05000US38089",72.2
2017,"Lamar County","05000US28073",72.2
2017,"Montour County","05000US42093",72.1
2015,"Taylor County, TX","05000US48441",72.1
2015,"Van Buren County","05000US05141",72.1
2016,"Greene County","05000US05055",72.1
2016,"Cabell County","05000US54011",72.0
2017,"King William County","05000US51101",72.0
2015,"Georgetown County","05000US45043",72.0
2015,"Duplin County","05000US37061",72.0
2015,"Duval County, FL","05000US12031",72.0
2017,"Erie County","05000US39043",71.9
2015,"Dallas County","05000US01047",71.9
2015,"Weakley County","05000US47183",71.9
2017,"Smith County, TX","05000US48423",71.9
2015,"Lawrence County","05000US42073",71.9
2017,"Davidson County, TN","05000US47037",71.9
2015,"Montague County","05000US48337",71.8
2016,"Taylor County","05000US54091",71.8
2016,"Belmont County","05000US39013",71.8
2017,"Wichita County, TX","05000US48485",71.8
2015,"Hardin County","05000US47071",71.8
2017,"Washington County","05000US18175",71.8
2017,"Simpson County","05000US28127",71.8
2017,"Bowie County","05000US48037",71.8
2017,"Richland County","05000US38077",71.8
2016,"Jackson County","05000US39079",71.7
2016,"Harrison County","05000US48203",71.7
2015,"Clarke County","05000US01025",71.7
2016,"Humphreys County","05000US47085",71.7
2016,"St. Lawrence County, NY","05000US36089",71.6
2017,"Orange County","05000US48361",71.6
2016,"Floyd County","05000US13115",71.6
2016,"Henry County","05000US51089",71.6
2015,"Cleburne County","05000US01029",71.6
2015,"LaSalle Parish","05000US22059",71.6
2015,"Sumter County, SC","05000US45085",71.6
2015,"Terrebonne Parish, LA","05000US22109",71.6
2016,"Lawrence County","05000US01079",71.5
2017,"Prince George's County, MD","05000US24033",71.5
2016,"Jefferson County","05000US39081",71.5
2016,"Burnet County","05000US48053",71.5
2015,"Macon County","05000US47111",71.5
2016,"Davidson County, TN","05000US47037",71.5
2015,"Jerome County","05000US16053",71.5
2016,"Faulkner County, AR","05000US05045",71.5
2017,"Lafayette County","05000US29107",71.5
2015,"Morgan County","05000US47129",71.5
2017,"Montgomery County","05000US20125",71.4
2016,"Rio Arriba County","05000US35039",71.4
2017,"Walton County","05000US12131",71.4
2016,"Latah County","05000US16057",71.4
2016,"Indiana County","05000US42063",71.4
2015,"Waldo County","05000US23027",71.4
2017,"Seneca County","05000US39147",71.4
2015,"Taylor County","05000US54091",71.3
2015,"Columbia County","05000US12023",71.3
2015,"Hamilton County, TN","05000US47065",71.3
2015,"Scotts Bluff County","05000US31157",71.3
2015,"Rowan County","05000US21205",71.2
2017,"Cherokee County","05000US37039",71.2
2015,"Fayette County","05000US54019",71.2
2017,"Henry County","05000US29083",71.2
2015,"Ward County","05000US38101",71.2
2016,"Carter County","05000US40019",71.2
2016,"Wood County","05000US48499",71.2
2016,"Dallas County","05000US01047",71.2
2016,"Wicomico County, MD","05000US24045",71.2
2017,"Cooke County","05000US48097",71.2
2015,"Etowah County, AL","05000US01055",71.1
2016,"Lowndes County","05000US28087",71.1
2015,"Milwaukee County, WI","05000US55079",71.1
2015,"Kalkaska County","05000US26079",71.1
2016,"Barry County","05000US29009",71.1
2016,"Liberty County","05000US48291",71.0
2016,"Gaines County","05000US48165",71.0
2017,"Miller County","05000US05091",71.0
2015,"Dade County","05000US13083",71.0
2015,"Dorchester County","05000US24019",71.0
2016,"Hardin County","05000US39065",71.0
2016,"Henderson County","05000US47077",71.0
2016,"Craighead County, AR","05000US05031",71.0
2015,"Delta County","05000US08029",70.9
2017,"Lowndes County, GA","05000US13185",70.9
2016,"Mercer County","05000US21167",70.9
2016,"Payne County","05000US40119",70.9
2017,"Franklin County","05000US01059",70.9
2017,"Franklin County","05000US17055",70.9
2015,"Logan County","05000US17107",70.9
2016,"Crisp County","05000US13081",70.9
2015,"Pender County","05000US37141",70.9
2017,"Phelps County","05000US29161",70.9
2016,"Tipton County","05000US18159",70.8
2016,"Lafayette County","05000US55065",70.8
2016,"Richland Parish","05000US22083",70.8
2017,"Crawford County","05000US05033",70.8
2016,"Forsyth County, NC","05000US37067",70.8
2015,"Fleming County","05000US21069",70.8
2015,"Falls County","05000US48145",70.8
2017,"Polk County","05000US29167",70.7
2015,"Yancey County","05000US37199",70.7
2016,"Wyandotte County, KS","05000US20209",70.7
2016,"Dinwiddie County","05000US51053",70.7
2017,"Langlade County","05000US55067",70.7
2015,"Decatur County","05000US13087",70.7
2016,"Grant County","05000US18053",70.7
2016,"Jefferson County, NY","05000US36045",70.6
2016,"Itawamba County","05000US28057",70.6
2017,"Anderson County","05000US47001",70.6
2017,"Clarendon County","05000US45027",70.6
2016,"Franklin Parish","05000US22041",70.6
2015,"Cowley County","05000US20035",70.6
2017,"Potter County, TX","05000US48375",70.6
2015,"Indiana County","05000US42063",70.5
2015,"Randolph County","05000US54083",70.5
2017,"Fleming County","05000US21069",70.5
2017,"Calcasieu Parish, LA","05000US22019",70.5
2017,"Lincoln County","05000US40081",70.5
2015,"Putnam County","05000US12107",70.5
2015,"Nolan County","05000US48353",70.5
2017,"Lavaca County","05000US48285",70.5
2016,"Logan County","05000US54045",70.5
2016,"Jefferson County","05000US17081",70.4
2017,"West Baton Rouge Parish","05000US22121",70.4
2016,"Lancaster County","05000US45057",70.4
2015,"Glynn County","05000US13127",70.4
2016,"Cleveland County, NC","05000US37045",70.4
2016,"Greenwood County","05000US45047",70.3
2015,"Humphreys County","05000US47085",70.3
2017,"Spalding County","05000US13255",70.3
2015,"Crockett County","05000US47033",70.3
2017,"Chattooga County","05000US13055",70.3
2017,"Calhoun County, AL","05000US01015",70.3
2015,"Cleveland County, NC","05000US37045",70.3
2017,"St. Francois County","05000US29187",70.2
2015,"Walton County","05000US12131",70.2
2016,"Carroll County","05000US39019",70.2
2017,"Payne County","05000US40119",70.1
2016,"Wayne County","05000US21231",70.1
2017,"Vernon County","05000US55123",70.1
2017,"Dinwiddie County","05000US51053",70.1
2017,"Clarke County","05000US01025",70.1
2015,"Adams County","05000US31001",70.1
2015,"Coffee County","05000US01031",70.1
2015,"Wexford County","05000US26165",70.1
2017,"St. Clair County, IL","05000US17163",70.0
2016,"Phelps County","05000US29161",70.0
2015,"Stephens County","05000US40137",70.0
2016,"Pickens County, SC","05000US45077",70.0
2017,"DeKalb County","05000US47041",70.0
2015,"Morgan County","05000US54065",70.0
2015,"Cherokee County","05000US48073",70.0
2017,"Appling County","05000US13001",69.9
2016,"Tyler County","05000US48457",69.9
2015,"Seneca County","05000US39147",69.9
2015,"Crawford County","05000US05033",69.9
2015,"Crisp County","05000US13081",69.9
2015,"Big Horn County","05000US30003",69.9
2017,"McCracken County","05000US21145",69.9
2016,"Henry County","05000US18065",69.9
2017,"Wright County","05000US29229",69.8
2015,"Lawrence County","05000US01079",69.8
2015,"Emanuel County","05000US13107",69.8
2016,"St. Francois County","05000US29187",69.8
2017,"Logan County","05000US21141",69.8
2016,"Lee County","05000US28081",69.7
2017,"Miami County","05000US18103",69.7
2017,"Hale County","05000US01065",69.7
2016,"Butler County","05000US29023",69.7
2017,"Roosevelt County","05000US35041",69.6
2017,"Highlands County, FL","05000US12055",69.6
2017,"Belmont County","05000US39013",69.6
2015,"Greene County","05000US36039",69.6
2016,"Juniata County","05000US42067",69.5
2016,"Lenoir County","05000US37107",69.5
2015,"Tulsa County, OK","05000US40143",69.5
2017,"Carroll County","05000US39019",69.5
2015,"Silver Bow County","05000US30093",69.5
2017,"Randolph County","05000US01111",69.5
2017,"Tulsa County, OK","05000US40143",69.5
2016,"Big Horn County","05000US30003",69.4
2017,"Carroll County","05000US47017",69.4
2017,"Laurens County","05000US13175",69.4
2017,"Chippewa County","05000US55017",69.4
2016,"Fulton County","05000US18049",69.4
2017,"Orange County","05000US18117",69.4
2015,"Pittsburg County","05000US40121",69.4
2017,"Mayes County","05000US40097",69.3
2017,"Pearl River County","05000US28109",69.3
2015,"Tipton County","05000US18159",69.3
2017,"Ray County","05000US29177",69.3
2016,"Taylor County, TX","05000US48441",69.3
2017,"Gooding County","05000US16047",69.3
2015,"Green Lake County","05000US55047",69.2
2017,"Allen Parish","05000US22003",69.2
2016,"Wayne County, NC","05000US37191",69.2
2017,"Buchanan County","05000US29021",69.2
2015,"Madison County, TN","05000US47113",69.2
2017,"Suffolk city","05000US51800",69.2
2016,"Duval County, FL","05000US12031",69.2
2017,"Elbert County","05000US13105",69.2
2015,"Jefferson County, NY","05000US36045",69.2
2016,"McClain County","05000US40087",69.2
2015,"Colquitt County","05000US13071",69.2
2016,"Jennings County","05000US18079",69.1
2016,"St. Francis County","05000US05123",69.1
2016,"Lake County","05000US30047",69.1
2017,"Wise County","05000US48497",69.1
2016,"Talbot County","05000US24041",69.1
2015,"Mason County","05000US26105",69.1
2015,"Lawrence County","05000US47099",69.1
2015,"Carroll County","05000US05015",69.0
2015,"Wicomico County, MD","05000US24045",69.0
2016,"Antrim County","05000US26009",69.0
2015,"Madison County, IN","05000US18095",69.0
2017,"Wood County","05000US54107",69.0
2016,"Gibson County","05000US18051",69.0
2017,"Hawkins County","05000US47073",68.9
2017,"Franklin County","05000US21073",68.9
2016,"Palo Pinto County","05000US48363",68.9
2017,"Jefferson County","05000US05069",68.9
2016,"Greene County","05000US36039",68.9
2015,"Ector County, TX","05000US48135",68.9
2016,"Holmes County","05000US39075",68.9
2015,"Mahoning County, OH","05000US39099",68.9
2017,"Ste. Genevieve County","05000US29186",68.9
2015,"White County","05000US05145",68.9
2015,"Gaines County","05000US48165",68.8
2015,"Kanawha County, WV","05000US54039",68.8
2015,"Madison County","05000US31119",68.8
2017,"McKinley County","05000US35031",68.8
2017,"Clay County","05000US18021",68.8
2015,"Wyoming County","05000US54109",68.8
2015,"Payne County","05000US40119",68.7
2017,"Effingham County","05000US13103",68.7
2017,"Wayne County","05000US18177",68.7
2015,"Harnett County, NC","05000US37085",68.7
2016,"Carroll County","05000US05015",68.7
2016,"Clinton County","05000US39027",68.7
2015,"Juniata County","05000US42067",68.7
2015,"Coles County","05000US17029",68.7
2017,"Tippah County","05000US28139",68.7
2015,"Jefferson Parish, LA","05000US22051",68.6
2017,"Steuben County","05000US18151",68.6
2017,"Mohave County, AZ","05000US04015",68.6
2015,"Lenoir County","05000US37107",68.6
2015,"Clinton County","05000US36019",68.6
2017,"Richmond County","05000US37153",68.6
2016,"Washington County","05000US40147",68.6
2016,"Coconino County, AZ","05000US04005",68.6
2017,"Saline County","05000US17165",68.5
2015,"Sioux County","05000US19167",68.5
2016,"Waushara County","05000US55137",68.5
2016,"Schuylkill County, PA","05000US42107",68.5
2016,"Cumberland County, NJ","05000US34011",68.5
2016,"Taylor County","05000US21217",68.5
2015,"Jefferson County","05000US39081",68.5
2017,"Iberia Parish","05000US22045",68.5
2017,"Richland County, SC","05000US45079",68.5
2017,"Harnett County, NC","05000US37085",68.5
2015,"Sumner County","05000US20191",68.5
2017,"Jackson County","05000US18071",68.4
2015,"Kay County","05000US40071",68.4
2015,"Jefferson County","05000US47089",68.4
2017,"Escambia County","05000US01053",68.4
2015,"Montgomery County","05000US18107",68.4
2016,"Logan County","05000US08075",68.3
2015,"LaGrange County","05000US18087",68.3
2017,"St. Lawrence County, NY","05000US36089",68.3
2016,"Parke County","05000US18121",68.3
2015,"Orange County","05000US48361",68.3
2017,"Marshall County","05000US01095",68.3
2017,"Adair County","05000US21001",68.3
2015,"Nash County","05000US37127",68.3
2015,"Oceana County","05000US26127",68.3
2015,"Franklin County, MO","05000US29071",68.3
2015,"Latah County","05000US16057",68.2
2016,"Carter County","05000US47019",68.2
2016,"Monroe County","05000US13207",68.2
2016,"White County","05000US18181",68.2
2016,"Seneca County","05000US36099",68.2
2016,"Durham County, NC","05000US37063",68.2
2017,"Sumter County, FL","05000US12119",68.2
2015,"Cass County","05000US48067",68.2
2015,"Garfield County","05000US40047",68.2
2015,"Kenton County, KY","05000US21117",68.2
2016,"Lynchburg city","05000US51680",68.1
2017,"LaPorte County, IN","05000US18091",68.1
2015,"Anderson County, SC","05000US45007",68.1
2015,"Atlantic County, NJ","05000US34001",68.1
2017,"Greenwood County","05000US45047",68.1
2015,"Williamson County","05000US17199",68.1
2015,"Lyon County","05000US27083",68.0
2015,"Hertford County","05000US37091",68.0
2017,"McDuffie County","05000US13189",68.0
2015,"Hawkins County","05000US47073",68.0
2016,"Fulton County","05000US39051",68.0
2017,"Wyandotte County, KS","05000US20209",68.0
2016,"Lawrence County","05000US21127",67.9
2016,"Morgan County, AL","05000US01103",67.9
2016,"Macon County","05000US01087",67.9
2015,"Liberty County","05000US13179",67.9
2017,"Union County","05000US17181",67.9
2016,"Hill County","05000US48217",67.9
2016,"Scioto County","05000US39145",67.9
