year,geo_name,geo,hiv_prevalence_rate
2015,"Walker County","05000US48471",3764.1
2016,"Walker County","05000US48471",3623.48
2017,"Walker County","05000US48471",3442.2
2015,"Union County","05000US12125",3439.9
2016,"Union County","05000US12125",3392.27
2017,"Union County","05000US12125",3378.8
2016,"Borden County","05000US48033",2846.3
2016,"District of Columbia, DC","05000US11001",2812.47
2015,"District of Columbia, DC","05000US11001",2704.3
2017,"District of Columbia, DC","05000US11001",2695.8
2015,"Baltimore city, MD","05000US24510",2450.8
2017,"Baltimore city, MD","05000US24510",2414.3
2015,"New York County, NY","05000US36061",2391.2
2016,"Baltimore city, MD","05000US24510",2359.63
2016,"New York County, NY","05000US36061",2295.83
2017,"New York County, NY","05000US36061",2286.3
2017,"Borden County","05000US48033",2244.5
2015,"Bronx County, NY","05000US36005",2084.0
2015,"San Francisco County, CA","05000US06075",2021.7
2016,"Bronx County, NY","05000US36005",2017.53
2016,"San Francisco County, CA","05000US06075",2003.8
2017,"Bronx County, NY","05000US36005",1996.6
2017,"San Francisco County, CA","05000US06075",1990.2
2015,"Orleans Parish, LA","05000US22071",1834.3
2016,"Orleans Parish, LA","05000US22071",1823.72
2017,"Orleans Parish, LA","05000US22071",1819.5
2016,"Baker County","05000US13007",1698.51
2017,"Baker County","05000US13007",1673.7
2016,"Essex County, NJ","05000US34013",1599.75
2017,"Essex County, NJ","05000US34013",1567.3
2015,"Essex County, NJ","05000US34013",1524.5
2017,"Butts County","05000US13035",1500.2
2016,"Butts County","05000US13035",1475.72
2016,"Petersburg city","05000US51730",1407.72
2017,"Fulton County, GA","05000US13121",1393.0
2015,"Baker County","05000US13007",1356.2
2017,"Petersburg city","05000US51730",1345.3
2015,"Philadelphia County, PA","05000US42101",1316.9
2017,"DeKalb County, GA","05000US13089",1316.1
2017,"Philadelphia County, PA","05000US42101",1313.1
2015,"Kings County, NY","05000US36047",1311.6
2016,"Fulton County, GA","05000US13121",1307.29
2016,"Philadelphia County, PA","05000US42101",1284.02
2015,"Petersburg city","05000US51730",1283.1
2015,"Fulton County, GA","05000US13121",1268.7
2016,"Kings County, NY","05000US36047",1268.3
2017,"Kings County, NY","05000US36047",1260.2
2016,"DeKalb County, GA","05000US13089",1247.88
2015,"Butts County","05000US13035",1231.2
2017,"St. Louis city, MO","05000US29510",1229.1
2017,"Miami-Dade County, FL","05000US12086",1228.2
2015,"Denver County, CO","05000US08031",1222.5
2016,"Miami-Dade County, FL","05000US12086",1220.87
2017,"Calhoun County","05000US13037",1209.8
2015,"Miami-Dade County, FL","05000US12086",1207.9
2016,"Denver County, CO","05000US08031",1207.22
2016,"Calhoun County","05000US13037",1202.66
2016,"Richmond city, VA","05000US51760",1202.47
2016,"St. Louis city, MO","05000US29510",1197.07
2017,"Hinds County, MS","05000US28049",1176.0
2017,"Denver County, CO","05000US08031",1175.5
2015,"Richmond city, VA","05000US51760",1161.6
2015,"St. Louis city, MO","05000US29510",1141.2
2017,"Richmond city, VA","05000US51760",1139.3
2016,"Hinds County, MS","05000US28049",1138.18
2017,"Broward County, FL","05000US12011",1092.1
2015,"Hinds County, MS","05000US28049",1091.3
2016,"Broward County, FL","05000US12011",1081.1
2015,"DeKalb County, GA","05000US13089",1080.4
2016,"Norfolk city, VA","05000US51710",1079.85
2015,"Broward County, FL","05000US12011",1078.8
2016,"Alexandria city, VA","05000US51510",1078.39
2015,"Alexandria city, VA","05000US51510",1070.5
2017,"Norfolk city, VA","05000US51710",1062.5
2017,"Jones County","05000US48253",1057.1
2015,"Calhoun County","05000US13037",1049.9
2015,"Norfolk city, VA","05000US51710",1039.0
2016,"Hudson County, NJ","05000US34017",1038.09
2017,"Alexandria city, VA","05000US51510",1022.5
2016,"Jones County","05000US48253",1018.47
2015,"Orleans County","05000US36073",1015.6
2016,"Brooks County","05000US13027",1012.6
2017,"Hudson County, NJ","05000US34017",1011.5
2015,"Monroe County","05000US12087",1005.4
2017,"Brooks County","05000US13027",1002.0
2017,"Clayton County, GA","05000US13063",992.4
2016,"Hamilton County","05000US12047",972.32
2015,"Hudson County, NJ","05000US34017",972.3
2017,"East Baton Rouge Parish, LA","05000US22033",966.3
2017,"Hamilton County","05000US12047",963.3
2015,"Jones County","05000US48253",954.4
2016,"Orleans County","05000US36073",950.236
2016,"Monroe County","05000US12087",944.981
2017,"West Feliciana Parish","05000US22125",942.7
2016,"Suffolk County, MA","05000US25025",938.175
2015,"Hamilton County","05000US12047",934.4
2016,"East Baton Rouge Parish, LA","05000US22033",934.347
2017,"Orleans County","05000US36073",928.5
2017,"Suffolk County, MA","05000US25025",919.8
2017,"Richland County, SC","05000US45079",917.8
2016,"West Feliciana Parish","05000US22125",916.557
2017,"Monroe County","05000US12087",916.5
2016,"Clayton County, GA","05000US13063",914.121
2016,"Richland County, SC","05000US45079",906.28
2017,"Coahoma County","05000US28027",900.3
2017,"Clay County","05000US13061",894.7
2016,"Greensville County","05000US51081",889.271
2015,"West Feliciana Parish","05000US22125",885.6
2017,"Prince George's County, MD","05000US24033",883.1
2016,"Prince George's County, MD","05000US24033",881.047
2015,"Suffolk County, MA","05000US25025",877.2
2015,"Greensville County","05000US51081",875.7
2017,"Iberville Parish","05000US22047",864.2
2015,"Queens County, NY","05000US36081",862.6
2015,"Richland County, SC","05000US45079",859.6
2016,"Coahoma County","05000US28027",852.148
2017,"Dougherty County","05000US13095",851.2
2015,"East Baton Rouge Parish, LA","05000US22033",851.0
2017,"Pickaway County","05000US39129",850.2
2015,"Shelby County, TN","05000US47157",848.5
2016,"Queens County, NY","05000US36081",844.292
2017,"Queens County, NY","05000US36081",844.0
2015,"Pickaway County","05000US39129",843.5
2016,"Bee County","05000US48025",843.466
2017,"Bee County","05000US48025",843.2
2016,"Pickaway County","05000US39129",841.839
2016,"Iberville Parish","05000US22047",840.097
2017,"Shelby County, TN","05000US47157",838.1
2016,"Shelby County, TN","05000US47157",831.063
2015,"Prince George's County, MD","05000US24033",830.1
2017,"Bibb County, GA","05000US13021",825.8
2016,"Portsmouth city","05000US51740",824.74
2017,"Portsmouth city","05000US51740",808.7
2016,"Clay County","05000US13061",807.692
2017,"Greensville County","05000US51081",803.3
2017,"Bamberg County","05000US45009",802.2
2017,"Sunflower County","05000US28133",799.0
2016,"Fairfax city","05000US51600",797.967
2016,"Dougherty County","05000US13095",797.415
2015,"Franklin County","05000US36033",796.7
2016,"Johnson County","05000US17087",793.222
2017,"Dallas County, TX","05000US48113",790.0
2017,"Montgomery County, AL","05000US01101",789.7
2016,"Dallas County, TX","05000US48113",782.611
2015,"Brooks County","05000US13027",782.5
2016,"Montgomery County, AL","05000US01101",781.912
2017,"Orange County, FL","05000US12095",780.4
2016,"Sunflower County","05000US28133",778.41
2015,"Portsmouth city","05000US51740",776.9
2015,"Bee County","05000US48025",775.1
2015,"Fairfax city","05000US51600",773.5
2016,"Orange County, FL","05000US12095",773.248
2015,"Orange County, FL","05000US12095",772.3
2016,"Bamberg County","05000US45009",771.056
2017,"Johnson County","05000US17087",770.9
2015,"Iberville Parish","05000US22047",770.0
2015,"Johnson County","05000US17087",769.0
2017,"Lee County","05000US45061",768.8
2017,"Franklin County","05000US36033",764.6
2017,"Jackson County","05000US12063",762.2
2016,"Bibb County, GA","05000US13021",760.815
2017,"Wilcox County","05000US13315",759.6
2017,"Duval County, FL","05000US12031",756.9
2015,"Montgomery County, AL","05000US01101",755.5
2015,"Arlington County, VA","05000US51013",751.9
2016,"Jackson County","05000US12063",751.027
2015,"Coahoma County","05000US28027",747.9
2016,"Lee County","05000US45061",747.356
2015,"Davidson County, TN","05000US47037",745.7
2016,"Wilcox County","05000US13315",745.31
2016,"Tunica County","05000US28143",743.54
2017,"Tunica County","05000US28143",741.6
2016,"Duval County, FL","05000US12031",740.859
2017,"Fairfax city","05000US51600",740.1
2016,"Arlington County, VA","05000US51013",737.078
2016,"Franklin County","05000US36033",736.847
2015,"Dallas County, TX","05000US48113",735.8
2017,"Richmond County, GA","05000US13245",731.9
2016,"East Carroll Parish","05000US22035",728.391
2017,"Gadsden County","05000US12039",728.3
2017,"Sumter County, SC","05000US45085",725.0
2016,"Gadsden County","05000US12039",722.282
2017,"Jefferson County","05000US12065",721.6
2015,"Sunflower County","05000US28133",721.1
2015,"Bibb County, GA","05000US13021",718.2
2015,"Clayton County, GA","05000US13063",716.1
2017,"Williamsburg County","05000US45089",714.2
2017,"Arlington County, VA","05000US51013",713.3
2017,"Davidson County, TN","05000US47037",713.1
2015,"Jackson County","05000US12063",712.6
2016,"Davidson County, TN","05000US47037",712.355
2015,"Tunica County","05000US28143",709.2
2015,"Duval County, FL","05000US12031",708.6
2016,"Gulf County","05000US12045",708.104
2017,"Edgecombe County","05000US37065",706.9
2017,"Burke County","05000US13033",706.8
2017,"Chatham County, GA","05000US13051",706.6
2016,"Sumter County, SC","05000US45085",704.663
2016,"Jefferson County","05000US12065",704.054
2017,"McCormick County","05000US45065",703.9
2015,"Gadsden County","05000US12039",701.1
2017,"Gulf County","05000US12045",700.6
2015,"Bamberg County","05000US45009",699.9
2017,"East Carroll Parish","05000US22035",696.9
2016,"Williamsburg County","05000US45089",693.241
2016,"Richmond County, GA","05000US13245",691.579
2015,"Gulf County","05000US12045",689.7
2015,"Dougherty County","05000US13095",685.4
2016,"Edgecombe County","05000US37065",685.287
2015,"Allendale County","05000US45005",683.0
2015,"Wilcox County","05000US13315",680.0
2016,"Chatham County, GA","05000US13051",677.834
2015,"Williamsburg County","05000US45089",676.7
2016,"McCormick County","05000US45065",676.35
2016,"Atlantic County, NJ","05000US34001",675.757
2017,"Orangeburg County","05000US45075",674.4
2015,"Palm Beach County, FL","05000US12099",672.8
2017,"Palm Beach County, FL","05000US12099",671.4
2016,"Palm Beach County, FL","05000US12099",669.707
2016,"Burke County","05000US13033",669.559
2016,"Passaic County, NJ","05000US34031",668.31
2017,"LaSalle Parish","05000US22059",666.3
2016,"Cumberland County, NJ","05000US34011",664.974
2015,"East Carroll Parish","05000US22035",661.3
2017,"Cumberland County, NJ","05000US34011",658.2
2017,"Atlantic County, NJ","05000US34001",657.3
2015,"Somerset County","05000US24039",657.2
2016,"Durham County, NC","05000US37063",656.217
2017,"Passaic County, NJ","05000US34031",656.1
2016,"Orangeburg County","05000US45075",653.192
2017,"Allendale County","05000US45005",651.2
2017,"Clinch County","05000US13065",650.2
2017,"Hampton County","05000US45049",647.5
2016,"Clinch County","05000US13065",645.995
2015,"Durham County, NC","05000US37063",645.2
2015,"Lee County","05000US45061",644.8
2017,"Durham County, NC","05000US37063",644.2
2015,"Sumter County, SC","05000US45085",644.0
2015,"Cumberland County, NJ","05000US34011",641.9
2017,"Harris County, TX","05000US48201",640.5
2015,"Richmond County, GA","05000US13245",640.4
2015,"Edgecombe County","05000US37065",636.6
2016,"Harris County, TX","05000US48201",635.855
2016,"Union County, NJ","05000US34039",635.793
2017,"Somerset County","05000US24039",634.0
2015,"Passaic County, NJ","05000US34031",632.2
2015,"Jefferson County","05000US12065",632.1
2015,"Chatham County, GA","05000US13051",631.1
2015,"St. Lucie County, FL","05000US12111",630.1
2017,"Haywood County","05000US47075",629.6
2017,"Union County, NJ","05000US34039",628.5
2015,"Atlantic County, NJ","05000US34001",627.4
2016,"Mecklenburg County, NC","05000US37119",626.239
2017,"Jefferson County, AL","05000US01073",623.1
2016,"Jefferson County, AL","05000US01073",623.052
2016,"Allendale County","05000US45005",622.212
2016,"Somerset County","05000US24039",620.444
2017,"St. Lucie County, FL","05000US12111",620.4
2016,"Crittenden County","05000US05035",619.747
2016,"St. Lucie County, FL","05000US12111",618.71
2015,"Sullivan County","05000US36105",618.6
2015,"Union County, NJ","05000US34039",618.4
2017,"Mecklenburg County, NC","05000US37119",615.5
2017,"Hertford County","05000US37091",613.3
2015,"Hertford County","05000US37091",611.0
2017,"Jefferson County","05000US05069",608.4
2016,"Hertford County","05000US37091",608.383
2016,"Cook County, IL","05000US17031",607.551
2016,"Haywood County","05000US47075",606.18
2016,"Hampton County","05000US45049",603.483
2017,"Cook County, IL","05000US17031",601.9
2017,"Brown County","05000US17009",601.6
2016,"Jefferson County","05000US05069",601.138
2017,"Barnwell County","05000US45011",600.2
2016,"East Feliciana Parish","05000US22037",599.918
2017,"Madison County","05000US12079",599.5
2015,"McCormick County","05000US45065",597.4
2016,"Barnwell County","05000US45011",596.541
2017,"Crisp County","05000US13081",596.5
2015,"Mecklenburg County, NC","05000US37119",595.7
2015,"Harris County, TX","05000US48201",595.6
2015,"Baldwin County","05000US13009",594.6
2016,"Madison County","05000US12079",594.317
2017,"DeSoto County","05000US12027",593.8
2015,"Barnwell County","05000US45011",593.8
2015,"Hampton County","05000US45049",593.5
2015,"Jefferson County, AL","05000US01073",592.9
2016,"Sullivan County","05000US36105",592.289
2016,"Monroe County","05000US54063",590.996
2016,"DeSoto County","05000US12027",590.908
2017,"Lowndes County","05000US01085",590.6
2017,"Marion County","05000US45067",589.2
2017,"Macon County","05000US01087",589.0
2015,"Jefferson County","05000US05069",588.9
2016,"Macon County","05000US01087",588.668
2016,"Powhatan County","05000US51145",587.993
2017,"Sullivan County","05000US36105",586.9
2017,"East Feliciana Parish","05000US22037",586.1
2017,"Baldwin County","05000US13009",584.4
2016,"Brown County","05000US17009",584.036
2017,"Florence County, SC","05000US45041",584.0
2017,"Allen Parish","05000US22003",583.8
2017,"Crittenden County","05000US05035",582.9
2016,"Newport News city, VA","05000US51700",581.935
2016,"Marion County","05000US45067",581.417
2017,"Monroe County","05000US54063",581.3
2015,"Orangeburg County","05000US45075",580.0
2015,"Madison County","05000US12079",579.5
2016,"Florence County, SC","05000US45041",579.348
2015,"DeSoto County","05000US12027",577.9
2016,"Crisp County","05000US13081",576.31
2016,"Falls Church city","05000US51610",574.606
2017,"Hillsborough County, FL","05000US12057",573.8
2015,"Haywood County","05000US47075",573.5
2017,"Newport News city, VA","05000US51700",572.3
2015,"Madison Parish","05000US22065",572.1
2016,"Allen Parish","05000US22003",571.509
2015,"Wyoming County","05000US36121",571.2
2016,"Baldwin County","05000US13009",570.016
2015,"Crittenden County","05000US05035",570.0
2017,"Dooly County","05000US13093",568.9
2016,"Roanoke city, VA","05000US51770",565.325
2016,"Lowndes County","05000US01085",564.784
2016,"Livingston County","05000US17105",563.933
2017,"Falls Church city","05000US51610",561.1
2017,"Leflore County","05000US28083",560.5
2017,"Crawford County","05000US13079",560.3
2015,"Clinch County","05000US13065",560.3
2016,"Hillsborough County, FL","05000US12057",559.563
2015,"Livingston County","05000US17105",559.1
2015,"Cook County, IL","05000US17031",558.5
2015,"Hillsborough County, FL","05000US12057",558.2
2017,"Charleston County, SC","05000US45019",557.7
2017,"Los Angeles County, CA","05000US06037",556.4
2016,"LaSalle Parish","05000US22059",555.6
2016,"Jackson County, MO","05000US29095",554.483
2017,"Jackson County, MO","05000US29095",553.1
2017,"Forrest County","05000US28035",552.9
2016,"Charleston County, SC","05000US45019",552.627
2015,"Allen Parish","05000US22003",550.3
2016,"Los Angeles County, CA","05000US06037",550.005
2016,"Dooly County","05000US13093",549.766
2015,"Roanoke city, VA","05000US51770",549.2
2015,"Macon County","05000US01087",549.1
2017,"Roanoke city, VA","05000US51770",548.6
2015,"Florence County, SC","05000US45041",548.1
2015,"Powhatan County","05000US51145",547.3
2016,"Washington County","05000US12133",545.831
2016,"Decatur County","05000US13087",545.527
2017,"Muscogee County, GA","05000US13215",543.9
2015,"Burke County","05000US13033",540.8
2017,"Johnson County","05000US13167",540.5
2016,"Richmond County","05000US51159",540.337
2017,"Washington County","05000US12133",539.2
2017,"Macon County","05000US13193",539.0
2016,"Forrest County","05000US28035",538.125
2015,"Newport News city, VA","05000US51700",537.7
2015,"Lowndes County","05000US01085",536.2
2015,"East Feliciana Parish","05000US22037",534.7
2017,"Taylor County","05000US12123",534.6
2016,"Crawford County","05000US13079",534.308
2017,"Washington County","05000US28151",532.2
2017,"Livingston County","05000US17105",531.8
2017,"Decatur County","05000US13087",531.7
2016,"Mercer County, NJ","05000US34021",531.347
2016,"Mobile County, AL","05000US01097",530.704
2015,"Brown County","05000US17009",530.6
2017,"Pulaski County, AR","05000US05119",529.2
2015,"Crisp County","05000US13081",528.2
2016,"Taylor County","05000US12123",526.316
2016,"Leflore County","05000US28083",526.128
2017,"Marion County, IN","05000US18097",525.6
2016,"Washington County","05000US28151",525.442
2016,"Pulaski County, AR","05000US05119",524.87
2017,"Mercer County, NJ","05000US34021",524.7
2016,"Muscogee County, GA","05000US13215",524.68
2017,"Evans County","05000US13109",523.8
2015,"Marion County","05000US45067",523.4
2017,"Mobile County, AL","05000US01097",523.2
2015,"Jackson County, MO","05000US29095",521.9
2015,"Washington County","05000US12133",521.9
2017,"Powhatan County","05000US51145",521.8
2017,"Wyoming County","05000US36121",521.3
2015,"Charleston County, SC","05000US45019",520.7
2015,"Mobile County, AL","05000US01097",519.7
2017,"Baltimore County, MD","05000US24005",518.9
2017,"West Baton Rouge Parish","05000US22121",517.0
2017,"Calhoun County","05000US12013",516.3
2015,"Falls Church city","05000US51610",514.5
2015,"Dooly County","05000US13093",514.0
2015,"Los Angeles County, CA","05000US06037",513.0
2017,"Taliaferro County","05000US13265",512.2
2017,"Yazoo County","05000US28163",510.8
2016,"Marion County, IN","05000US18097",510.778
2015,"Calhoun County","05000US12013",510.2
2016,"Emporia city","05000US51595",510.096
2016,"Hampton city, VA","05000US51650",509.773
2017,"Hampton city, VA","05000US51650",509.2
2017,"Bleckley County","05000US13023",508.8
2017,"Edwards County","05000US48137",508.7
2016,"Buckingham County","05000US51029",508.578
2015,"West Baton Rouge Parish","05000US22121",508.1
2016,"Johnson County","05000US13167",507.854
2016,"Wyoming County","05000US36121",507.305
2017,"Cumberland County, NC","05000US37051",506.9
2017,"Jasper County","05000US13159",506.9
2016,"West Baton Rouge Parish","05000US22121",505.127
2015,"Mercer County, NJ","05000US34021",504.4
2016,"Cumberland County, NC","05000US37051",503.311
2015,"Buckingham County","05000US51029",503.3
2016,"Emanuel County","05000US13107",503.293
2016,"Sussex County","05000US51183",502.465
2015,"Leflore County","05000US28083",502.4
2016,"Baltimore County, MD","05000US24005",501.756
2016,"Macon County","05000US13193",501.15
2015,"Taylor County","05000US12123",498.3
2017,"Emanuel County","05000US13107",498.0
2015,"Forrest County","05000US28035",497.6
2015,"Emporia city","05000US51595",497.2
2017,"Guilford County, NC","05000US37081",496.8
2017,"Quitman County","05000US28119",496.3
2016,"Wilson County","05000US37195",495.569
2017,"Clarendon County","05000US45027",495.3
2017,"Granville County","05000US37077",495.0
2017,"Wayne County, MI","05000US26163",494.8
2017,"Buckingham County","05000US51029",494.7
2017,"Reeves County","05000US48389",494.7
2016,"Liberty County","05000US12077",492.611
2016,"Marlboro County","05000US45069",492.097
2016,"Manassas city","05000US51683",491.773
2017,"Laurens County","05000US13175",491.6
2016,"Yazoo County","05000US28163",491.485
2016,"Bradford County","05000US12007",490.728
2016,"Guilford County, NC","05000US37081",490.406
2017,"Hopewell city","05000US51670",490.3
2017,"Lenoir County","05000US37107",489.6
2017,"Liberty County","05000US12077",488.9
2016,"Calhoun County","05000US12013",488.821
2015,"Richmond County, NY","05000US36085",488.8
2016,"Granville County","05000US37077",488.483
2016,"Lenoir County","05000US37107",488.22
2015,"Muscogee County, GA","05000US13215",487.6
2015,"Manassas city","05000US51683",485.8
2017,"Edgefield County","05000US45037",485.7
2017,"Lowndes County, GA","05000US13185",485.3
2015,"Pulaski County, AR","05000US05119",484.8
2015,"Lenoir County","05000US37107",484.6
2015,"Bradford County","05000US12007",484.1
2017,"Marlboro County","05000US45069",483.7
2017,"Anderson County","05000US48001",483.5
2015,"Evans County","05000US13109",482.2
2017,"Bradford County","05000US12007",480.6
2015,"Hampton city, VA","05000US51650",480.4
2017,"Lafayette County","05000US12067",480.1
2015,"Washington County","05000US28151",478.3
2017,"Sussex County","05000US51183",478.2
2016,"Edgefield County","05000US45037",478.049
2015,"Sussex County","05000US51183",477.9
2016,"Evans County","05000US13109",476.744
2016,"Anderson County","05000US48001",476.639
2016,"Bleckley County","05000US13023",476.234
2015,"Yazoo County","05000US28163",475.9
2016,"Vance County","05000US37181",474.573
2015,"Seneca County","05000US36099",474.4
2015,"Westchester County, NY","05000US36119",474.3
2015,"Marion County, IN","05000US18097",474.0
2017,"Vance County","05000US37181",473.6
2015,"New Castle County, DE","05000US10003",472.7
2017,"New Castle County, DE","05000US10003",472.2
2016,"Richmond County, NY","05000US36085",471.493
2017,"Wilson County","05000US37195",471.4
2016,"Quitman County","05000US28119",471.328
2016,"Wayne County, MI","05000US26163",471.093
2016,"Clarendon County","05000US45027",471.086
2017,"Richmond County","05000US51159",470.9
2016,"New Castle County, DE","05000US10003",470.72
2017,"Bolivar County","05000US28011",470.7
2017,"Grady County","05000US13131",470.6
2017,"Richmond County, NY","05000US36085",470.3
2017,"Franklin city","05000US51620",469.7
2017,"San Diego County, CA","05000US06073",469.4
2015,"Edgefield County","05000US45037",469.1
2016,"Jefferson County","05000US28063",468.53
2015,"Jackson County, MI","05000US26075",468.4
2017,"Westchester County, NY","05000US36119",468.2
2017,"Madison Parish","05000US22065",468.2
2017,"Jefferson Parish, LA","05000US22051",467.8
2016,"San Diego County, CA","05000US06073",467.666
2017,"Jackson County, MI","05000US26075",467.5
2016,"Franklin city","05000US51620",465.522
2015,"Dutchess County, NY","05000US36027",465.0
2016,"Jasper County","05000US13159",464.825
2017,"Berrien County","05000US13019",464.8
2017,"Mitchell County","05000US13205",462.8
2017,"Forsyth County, NC","05000US37067",462.7
2016,"Ware County","05000US13299",462.557
2017,"Jefferson County","05000US28063",462.2
2015,"Guilford County, NC","05000US37081",461.9
2017,"Fairfield County","05000US45039",461.7
2016,"Jefferson County, TX","05000US48245",461.657
2016,"Hendry County","05000US12051",461.637
2017,"Montgomery County, MD","05000US24031",461.6
2016,"Forsyth County, NC","05000US37067",461.199
2017,"Jefferson County, TX","05000US48245",461.1
2017,"Dutchess County, NY","05000US36027",460.6
2015,"Franklin city","05000US51620",460.4
2016,"Fairfield County","05000US45039",460.2
2015,"Wilson County","05000US37195",460.1
2016,"Charlottesville city","05000US51540",460.036
2016,"Westchester County, NY","05000US36119",459.248
2017,"Ware County","05000US13299",459.1
2016,"Madison Parish","05000US22065",458.899
2017,"Grenada County","05000US28043",458.5
2016,"Laurens County","05000US13175",458.237
2016,"Jackson County, MI","05000US26075",458.216
2016,"Travis County, TX","05000US48453",458.197
2015,"Macon County","05000US13193",458.1
2015,"Washington County, MD","05000US24043",458.0
2015,"San Diego County, CA","05000US06073",457.5
2016,"Hopewell city","05000US51670",457.149
2016,"Berrien County","05000US13019",457.027
2017,"Dillon County","05000US45033",456.9
2017,"Washington County","05000US37187",456.6
2016,"Hampden County, MA","05000US25013",456.328
2017,"Warren County","05000US28149",455.7
2015,"Jefferson County","05000US28063",455.1
2016,"Washington County","05000US37187",455.094
2017,"Travis County, TX","05000US48453",454.9
2017,"Leon County, FL","05000US12073",454.4
2016,"Bolivar County","05000US28011",454.365
2016,"Glades County","05000US12043",453.594
2016,"Montgomery County, MD","05000US24031",453.545
2016,"Lafayette County","05000US12067",453.212
2017,"Hampden County, MA","05000US25013",453.1
2016,"Lowndes County, GA","05000US13185",453.097
2015,"Liberty County","05000US12077",452.5
2017,"Hendry County","05000US12051",452.3
2017,"Caddo Parish, LA","05000US22017",452.3
2015,"New Haven County, CT","05000US09009",452.1
2017,"Escambia County, FL","05000US12033",451.8
2015,"Wayne County, MI","05000US26163",451.0
2015,"Cumberland County, NC","05000US37051",450.7
2015,"Escambia County, FL","05000US12033",450.5
2015,"Multnomah County, OR","05000US41051",450.1
2015,"Monroe County","05000US54063",449.6
2015,"Baltimore County, MD","05000US24005",449.5
2017,"Hardee County","05000US12049",449.3
2016,"Dutchess County, NY","05000US36027",448.899
2017,"Emporia city","05000US51595",448.8
2016,"Seneca County","05000US36099",448.652
2017,"Charlottesville city","05000US51540",448.1
2016,"Dillon County","05000US45033",447.832
2017,"Winn Parish","05000US22127",447.8
2015,"Quitman County","05000US13239",447.4
2016,"Jefferson Parish, LA","05000US22051",447.306
2015,"Charlottesville city","05000US51540",447.2
2015,"Richmond County","05000US51159",446.5
2017,"Ulster County, NY","05000US36111",445.9
2016,"Escambia County, FL","05000US12033",444.808
2015,"Glades County","05000US12043",444.5
2015,"Winn Parish","05000US22127",444.3
2016,"Winn Parish","05000US22127",443.67
2015,"Grenada County","05000US28043",443.6
2015,"Hopewell city","05000US51670",442.9
2017,"Rankin County, MS","05000US28121",442.9
2017,"Multnomah County, OR","05000US41051",442.9
2015,"Ulster County, NY","05000US36111",442.8
2015,"Clarendon County","05000US45027",442.4
2017,"Greene County","05000US37079",442.1
2017,"Darlington County","05000US45031",441.6
2016,"Grenada County","05000US28043",441.538
2016,"Grady County","05000US13131",441.512
2017,"Anson County","05000US37007",441.3
2017,"Manassas city","05000US51683",441.2
2015,"Hampden County, MA","05000US25013",440.6
2016,"Reeves County","05000US48389",440.415
2016,"Colleton County","05000US45029",439.795
2016,"Hardee County","05000US12049",439.511
2017,"Seneca County","05000US36099",439.5
2015,"Bolivar County","05000US28011",439.2
2017,"Ouachita Parish, LA","05000US22073",439.0
2016,"Rankin County, MS","05000US28121",438.409
2015,"Travis County, TX","05000US48453",437.9
2015,"Forsyth County, NC","05000US37067",437.7
2017,"Pinellas County, FL","05000US12103",437.1
2015,"Lowndes County, GA","05000US13185",437.0
2017,"Brunswick County","05000US51025",436.9
2017,"Albany County, NY","05000US36001",436.9
2017,"Glades County","05000US12043",436.8
2015,"Greene County","05000US36039",436.4
2016,"Multnomah County, OR","05000US41051",436.233
2016,"Warren County","05000US28149",436.094
2017,"Copiah County","05000US28029",435.8
2016,"Ulster County, NY","05000US36111",435.532
2017,"Colleton County","05000US45029",435.5
2015,"Hartford County, CT","05000US09003",434.5
2015,"Vance County","05000US37181",434.3
2016,"Anson County","05000US37007",433.113
2015,"Ware County","05000US13299",432.4
2017,"Wayne County, NC","05000US37191",432.3
2015,"Hardee County","05000US12049",431.8
2016,"Mitchell County","05000US13205",431.534
2015,"Jasper County","05000US45053",430.9
2016,"Wayne County, NC","05000US37191",430.853
2016,"Albany County, NY","05000US36001",430.485
2017,"Camden County, NJ","05000US34007",430.2
2016,"Scotland County","05000US37165",429.943
2016,"Camden County, NJ","05000US34007",429.899
2016,"Greene County","05000US37079",429.807
2015,"Rankin County, MS","05000US28121",429.6
2017,"Scotland County","05000US37165",429.4
2016,"Pinellas County, FL","05000US12103",429.339
2015,"Marin County, CA","05000US06041",426.8
2015,"Dillon County","05000US45033",425.3
2017,"Hennepin County, MN","05000US27053",424.5
2015,"Hendry County","05000US12051",424.4
2017,"Franklin County, OH","05000US39049",424.1
2016,"Leon County, FL","05000US12073",423.041
2015,"Pinellas County, FL","05000US12103",422.9
2016,"Darlington County","05000US45031",422.736
2017,"Alachua County, FL","05000US12001",422.6
2015,"Montgomery County","05000US17135",422.4
2017,"New Haven County, CT","05000US09009",422.1
2016,"New Haven County, CT","05000US09009",422.029
2017,"Dorchester County","05000US24019",421.2
2017,"Bacon County","05000US13005",420.6
2016,"Edwards County","05000US48137",419.916
2016,"Jasper County","05000US45053",419.874
2017,"Putnam County","05000US12107",419.4
2015,"Johnson County","05000US13167",419.2
2017,"Avoyelles Parish","05000US22009",419.1
2015,"Marlboro County","05000US45069",419.0
2015,"Albany County, NY","05000US36001",418.6
2016,"Union County","05000US05139",418.583
2016,"Ouachita Parish, LA","05000US22073",418.317
2017,"Rapides Parish, LA","05000US22079",417.9
2015,"Montgomery County, MD","05000US24031",416.8
2016,"Hoke County","05000US37093",416.741
2016,"Brunswick County","05000US51025",416.135
2016,"Hennepin County, MN","05000US27053",416.098
